transaction_id,amount,time,location,device,transaction_type,account_age_days,num_transactions_last_24h,is_fraud
411,1603.37505157617,12,Chicago,Mobile,Online,1234,15,0
412,4750.809215583517,14,New York,Mobile,ATM Withdrawal,554,11,0
413,4753.529663218405,3,Los Angeles,Mobile,POS,828,19,0
414,2871.455061735198,12,Los Angeles,Desktop,POS,468,18,0
415,3162.867688727298,23,New York,Laptop,Online,1478,17,0
416,2247.743154671816,19,Houston,Laptop,Online,1292,19,0
417,1473.121750773342,23,Los Angeles,Desktop,ATM Withdrawal,386,14,0
418,1650.0360813958807,14,Houston,Desktop,POS,775,18,0
419,3365.8670958244215,7,New York,Laptop,ATM Withdrawal,848,19,0
420,3764.348901894023,4,Houston,Laptop,POS,387,15,1
421,3959.979428191984,14,San Francisco,Laptop,ATM Withdrawal,877,15,0
422,3950.1945325448237,3,Chicago,Laptop,Online,259,4,0
423,465.11845421296493,11,Los Angeles,Laptop,POS,283,7,0
424,2477.1573204658816,12,Chicago,Mobile,ATM Withdrawal,1650,13,0
425,297.21821248305497,1,Houston,Desktop,Online,1899,3,0
426,2752.1491227954402,18,Los Angeles,Mobile,Online,40,16,1
427,2213.2372018531514,18,Houston,Laptop,ATM Withdrawal,486,9,0
428,4439.643871963915,3,San Francisco,Laptop,POS,929,8,0
429,1761.0659126348726,3,New York,Laptop,POS,220,13,0
430,594.1644119737532,10,Los Angeles,Mobile,Online,1153,17,0
431,723.528493443651,4,San Francisco,Mobile,POS,1015,17,0
432,3809.9380522701863,19,San Francisco,Laptop,POS,1024,17,0
433,3094.908135948143,10,Los Angeles,Mobile,POS,1544,1,0
434,514.6021538527234,9,Houston,Mobile,Online,613,8,0
435,429.6929625138372,7,San Francisco,Laptop,ATM Withdrawal,928,19,0
436,3507.835965981009,5,Chicago,Mobile,POS,1916,6,0
437,373.0874017573257,5,San Francisco,Desktop,Online,688,3,0
438,4111.0816958588775,7,Houston,Desktop,Online,1643,5,0
439,3534.148713510916,22,Houston,Desktop,ATM Withdrawal,613,13,0
440,415.93041540307985,14,Chicago,Desktop,POS,260,15,0
441,433.34019328510766,13,San Francisco,Laptop,POS,990,14,0
442,4933.331496720865,10,Houston,Laptop,ATM Withdrawal,966,16,0
443,1877.6112708230405,11,Los Angeles,Laptop,ATM Withdrawal,366,18,0
444,1859.5043138637857,12,New York,Desktop,Online,1782,11,0
445,4065.869840614938,7,New York,Desktop,Online,1811,3,0
446,4736.770401145455,17,New York,Mobile,ATM Withdrawal,544,10,0
447,4930.145308476126,0,San Francisco,Mobile,POS,649,10,1
448,3769.3571444421186,14,Chicago,Desktop,Online,1548,16,0
449,1887.5353317992697,7,Houston,Desktop,Online,1931,12,0
450,426.66857632635714,10,Los Angeles,Desktop,POS,814,2,0
451,3887.9631104779096,11,Los Angeles,Desktop,Online,1911,9,0
452,2796.437206181667,11,San Francisco,Mobile,POS,1040,3,0
453,2126.8678261424116,3,New York,Desktop,POS,1153,15,0
454,4532.708381622732,15,San Francisco,Mobile,POS,575,3,0
455,564.8754367076951,3,Chicago,Desktop,ATM Withdrawal,1133,19,0
456,2468.1992704113873,4,Chicago,Desktop,ATM Withdrawal,1911,18,0
457,66.65468738942116,23,Houston,Desktop,ATM Withdrawal,1013,8,0
458,2348.61660355069,4,Houston,Mobile,POS,1557,17,0
459,290.9533456523684,7,Chicago,Mobile,POS,670,8,0
460,602.9014021776788,9,Chicago,Laptop,ATM Withdrawal,269,7,0
461,596.4559714177534,16,Chicago,Desktop,Online,1186,7,0
462,3249.559407559157,8,San Francisco,Laptop,POS,1284,3,0
463,3732.763947534462,21,Chicago,Laptop,Online,924,1,0
464,2921.0101378348263,18,Los Angeles,Mobile,Online,1126,4,0
465,4811.241016887964,13,New York,Mobile,POS,1530,5,0
466,1880.6041918232834,7,Chicago,Laptop,POS,1759,1,0
467,1435.703310546485,8,New York,Desktop,Online,1595,15,1
468,4344.309649665407,21,San Francisco,Mobile,Online,247,5,0
469,1125.7432342120687,10,New York,Desktop,ATM Withdrawal,1664,13,0
470,4816.480471808651,22,San Francisco,Desktop,ATM Withdrawal,1819,8,0
471,70.65082870218355,0,Los Angeles,Laptop,POS,1861,8,0
472,4849.695345271119,13,San Francisco,Laptop,ATM Withdrawal,1561,5,0
473,225.3679606333748,4,San Francisco,Laptop,ATM Withdrawal,131,9,0
474,4456.804137353375,20,Houston,Laptop,ATM Withdrawal,353,1,0
475,2643.228534340636,13,Chicago,Mobile,ATM Withdrawal,196,4,0
476,4964.894332635308,3,Chicago,Mobile,Online,1817,3,0
477,378.24485802964034,21,Los Angeles,Laptop,POS,1940,2,0
478,2773.7328791625905,22,Los Angeles,Mobile,ATM Withdrawal,930,8,1
479,4846.819652739304,0,Chicago,Laptop,Online,1690,9,0
480,2620.2582424090424,21,Houston,Desktop,Online,1406,2,0
481,3150.69920429496,22,Chicago,Desktop,Online,1022,14,0
482,3481.7859580332397,18,Houston,Desktop,ATM Withdrawal,645,14,1
483,2278.1599131911885,7,Los Angeles,Laptop,ATM Withdrawal,227,4,0
484,3141.5148196194764,14,New York,Desktop,POS,701,6,0
485,2925.7284164962703,20,Los Angeles,Mobile,ATM Withdrawal,1500,11,0
486,4506.778472350035,14,Los Angeles,Desktop,ATM Withdrawal,1501,3,0
487,236.77743790387478,8,San Francisco,Desktop,Online,265,8,0
488,1412.0063160652294,20,San Francisco,Desktop,POS,1396,3,0
489,4752.553305542028,8,San Francisco,Mobile,ATM Withdrawal,1510,14,0
490,4452.416281615672,9,San Francisco,Laptop,ATM Withdrawal,1458,13,0
491,2283.7271964007077,19,Houston,Mobile,Online,646,13,0
492,3104.461663029668,20,Chicago,Laptop,Online,211,2,0
493,1394.132103075852,8,New York,Laptop,ATM Withdrawal,1596,13,0
494,948.7245870215689,2,Los Angeles,Desktop,POS,1964,19,0
495,2323.855040650511,19,Houston,Laptop,POS,1401,6,0
496,1773.2276178500035,10,New York,Mobile,Online,1419,16,1
497,2922.4439981358514,5,Houston,Mobile,Online,1474,2,0
498,397.8958384552743,1,Houston,Laptop,ATM Withdrawal,943,8,0
499,4872.230090254171,6,Los Angeles,Desktop,Online,1388,17,0
500,4931.191614953218,17,Chicago,Desktop,ATM Withdrawal,1900,2,1
